,indice,page_number,line_number,text,text_type,speaker,time_added
101,402,19,17,"Yeah, exactly.",a,THE WITNESS,start_question
102,403,19,18,"So this was essentially just kind of, like, scraping the metal tracks and the hooks and all that?",q,MR. HOOVER,start_answer
103,406,19,21,"That job, yes.",a,THE WITNESS,start_question
104,407,19,22,"Okay.  Aside from that, do you have any memory of any other particular work that you did with your father specifically here at Fort Devens?",q,MR. HOOVER,start_answer
105,411,20,1,Yes.  Because Fort Devens was starting to close things down and downsize.  Put it that way.,a,THE WITNESS,start_question
106,413,20,3,Uh-huh.  Yeah.,q,MR. HOOVER,start_answer
107,414,20,4,"So they were closing some mess halls, which we would de-assemble.",a,THE WITNESS,start_question
108,416,20,6,And what was your role in assisting with the disassembly of these mess halls?,q,MR. HOOVER,start_answer
109,418,20,8,"Basically, a lot of it was pumping the units down and cutting of pipes so that the refrigeration unit could be removed.",a,THE WITNESS,start_question
110,421,20,11,When you say pumping units --,q,MR. HOOVER,start_answer
111,422,20,12,Yes.,a,THE WITNESS,start_question
112,423,20,13,"-- down, what kind of units are you talking about?",q,MR. HOOVER,start_answer
113,425,20,15,Refrigeration units.,a,THE WITNESS,start_question
114,426,20,16,Uh-huh.,q,MR. HOOVER,start_answer
115,427,20,17,"They had a canister, which was called a receiver, and it had a series of valves on it.  You'd close the valve down, run the compressor, and it would store the gas in the receiver so you didn't discharge the gas into the air.",a,THE WITNESS,start_question
116,432,20,22,Okay.  And how long of a process would that take to close the valves -- close the valves on the receiver and then once you run the compressor to basically store the gas in there?,q,MR. HOOVER,start_answer
117,437,21,2,"Yeah.  Then, as I say, you cut everything free.",a,THE WITNESS,start_question
118,439,21,4,Yeah.,q,MR. HOOVER,start_answer
119,440,21,5,"Obviously, the compressor, electric motor was involved.  That was all -- you could remove that as one unit.",a,THE WITNESS,start_question
120,443,21,8,"When you say ""it,"" you mean the compressor?",q,MR. HOOVER,start_answer
121,445,21,10,"The whole unit you could remove.  It was a compressor, receiver, condenser, motor.  Those were all bolted onto a frame.",a,THE WITNESS,start_question
122,448,21,13,"Okay.  So, again, this is more disassembly, correct?",q,MR. HOOVER,start_answer
123,450,21,15,Disassembling.,a,THE WITNESS,start_question
124,451,21,16,Okay.  So the first step would be kind of to pump the units down?,q,MR. HOOVER,start_answer
125,453,21,18,"That was -- yeah, that was the big thing.",a,THE WITNESS,start_question
126,454,21,19,"All right.  And then once the gas is stored, you can then start to, as you say, cut the pipes?",q,MR. HOOVER,start_answer
127,457,21,22,"Yeah.  Cut the pipes, and, obviously, disconnect the electrical end of it to free the unit up so the unit could be moved out as a unit.",a,THE WITNESS,start_question
128,461,22,1,"Okay.  And as a unit, how big of a product are we talking?",q,MR. HOOVER,start_answer
129,463,22,3,I'm going to say two by three.,a,THE WITNESS,start_question
130,464,22,4,Okay.,q,MR. HOOVER,start_answer
131,465,22,5,That's not exact.,a,THE WITNESS,start_question
132,466,22,6,"Sure.  Okay.  And the unit, you said, would include things like the motor, the condenser?",q,MR. HOOVER,start_answer
133,468,22,8,"The whole, yes, shebang, you might say.",a,THE WITNESS,start_question
134,469,22,9,"Okay.  And then the unit, the whole shebang, as you say, that's just removed as one complete entity, correct?",q,MR. HOOVER,start_answer
135,472,22,12,Yes.,a,THE WITNESS,start_question
136,473,22,13,Okay.,q,MR. HOOVER,start_answer
137,474,22,14,It could easily --,a,THE WITNESS,start_question
138,475,22,15,It could easily be taken out once you got everything separated?,q,MR. HOOVER,start_answer
139,477,22,17,Right.,a,THE WITNESS,start_question
140,478,22,18,"The pipes that you had to cut, what kind of pipes were those?",q,MR. HOOVER,start_answer
141,480,22,20,Those were copper pipes.,a,THE WITNESS,start_question
142,481,22,21,And what kind of tools did you use to remove the copper pipes?,q,MR. HOOVER,start_answer
143,483,22,23,A tubing cutter in most cases.,a,THE WITNESS,start_question
144,484,22,24,"Were there -- when you say ""most cases,"" so would there be occasions when you wouldn't use that type of cutter?",q,MR. HOOVER,start_answer
145,488,23,3,"Most of the time it was a tubing cutter. Other than that, occasionally -- because you could -- there was not room, you'd have to use a hacksaw.  We didn't have the luxury of a reciprocating saw back then.",a,THE WITNESS,start_question
146,493,23,8,"Were any of these pipes -- these pipes that you were cutting, were any of them insulated in any way?",q,MR. HOOVER,start_answer
147,496,23,11,"No, not -- very, very seldom.  Most of them, because of the size, they were anywhere from quarter-inch up to five-eighth to three-quarter-inch tubing, and we didn't have to -- those did not have to be insulated.",a,THE WITNESS,start_question
148,501,23,16,Were there tubing or piping in the areas where you were working that were insulated?,q,MR. HOOVER,start_answer
149,503,23,18,Not that I remember.,a,THE WITNESS,start_question
150,504,23,19,"Okay.  And while you were doing this work, I assume that there were other trades present helping to disassemble these mess halls?",q,MR. HOOVER,start_answer
151,507,23,22,Yes.,a,THE WITNESS,start_question
152,508,23,23,What other types of trades were present while you were helping to remove these units that were also working in the mess halls?,q,MR. HOOVER,start_answer
153,512,24,2,"Well, they were de-assembling and which -- whether carpenters, you want to say, but to rip apart cabinets.",a,THE WITNESS,start_question
154,515,24,5,Uh-huh.  Were there any sort of walls or interior structures being removed?,q,MR. HOOVER,start_answer
155,517,24,7,Usually my end of the work got done before that part of the process was started.,a,THE WITNESS,start_question
156,519,24,9,"Okay.  And these mess halls, are they just one-story mess halls?",q,MR. HOOVER,start_answer
157,521,24,11,Yes.,a,THE WITNESS,start_question
158,522,24,12,Okay.  Were there any sort of furnaces or boilers or anything in these mess halls?,q,MR. HOOVER,start_answer
159,524,24,14,I don't remember any boilers.,a,THE WITNESS,start_question
160,525,24,15,Uh-huh.,q,MR. HOOVER,start_answer
161,526,24,16,I'm not sure how they heated them.,a,THE WITNESS,start_question
162,527,24,17,Okay.,q,MR. HOOVER,start_answer
163,528,24,18,"Obviously, there had to be some type of boiler, but I had nothing to do with that end of it.",a,THE WITNESS,start_question
164,530,24,20,"Okay.  With respect to the mess hall itself, how big of a building is this?",q,MR. HOOVER,start_answer
165,532,24,22,"I'm going to say at least 30 by 60.  I mean, it was a fair-sized building.  I'm going to say probably close to 5,000 square feet, and these are -- obviously, I didn't measure the buildings.  It's just an approximation.",a,THE WITNESS,start_question
166,538,25,3,"Sure.  Do you know approximately how old you were when you were doing this?  I know you were about 15 or 16 when the storage plants was disassembled.  What about the mess hall?  Do you know, was that before or after the storage plant?",q,MR. HOOVER,start_answer
167,543,25,8,"As I say, I really don't remember whether I was 16 years old or whether I had a license at that point in time.  I can't say.",a,THE WITNESS,start_question
168,546,25,11,Okay.  But around the same time that they were taking --,q,MR. HOOVER,start_answer
169,548,25,13,Around the same time.,a,THE WITNESS,start_question
170,549,25,14,"Okay.  Would you know the manufacturer of any of these units, the compressor units, that you were disassembling to remove?",q,MR. HOOVER,start_answer
171,552,25,17,"Well, as I say, these were a separate electric motor.",a,THE WITNESS,start_question
172,554,25,19,Uh-huh.,q,MR. HOOVER,start_answer
173,555,25,20,And the big ones that I remember working with was either GE or Westinghouse.,a,THE WITNESS,start_question
174,557,25,22,"And when you say ""that,"" is that as it pertains to the motor portion?",q,MR. HOOVER,start_answer
175,559,25,24,The motor portion.,a,THE WITNESS,start_question
176,561,26,1,"Okay.  Now, would you have any information in terms of when these motors were originally installed in the mess hall?",q,MR. HOOVER,start_answer
177,564,26,4,No.,a,THE WITNESS,start_question
178,565,26,5,And would you have any information in terms of whether or not there had been any prior repairs or maintenance on these particular motors before you went to remove them?,q,MR. HOOVER,start_answer
179,569,26,9,"Only because -- yes.  Meaning, you had to have some type of maintenance, usually within a year. I mean, I'm not sure -- because these were taking care of their daily work on -- post engineers in the refrigeration end of it.  This was their job to keep these units running.",a,THE WITNESS,start_question
180,575,26,15,Right.,q,MR. HOOVER,start_answer
181,576,26,16,"So I personally did not do the repairs, but there had to be repairs.",a,THE WITNESS,start_question
182,578,26,18,Right.  Okay.  So you know that they were done?,q,MR. HOOVER,start_answer
183,580,26,20,Yes.,a,THE WITNESS,start_question
184,581,26,21,But that's not something that you were personally involved with?,q,MR. HOOVER,start_answer
185,583,26,23,Correct.,a,THE WITNESS,start_question
186,584,26,24,"Okay.  You talk about, you know, the condenser being part of this unit as well, correct?",q,MR. HOOVER,start_answer
187,587,27,2,Correct.,a,THE WITNESS,start_question
188,588,27,3,Do you know who the manufacturer of the condensers were?,q,MR. HOOVER,start_answer
189,590,27,5,Not the condensers.,a,THE WITNESS,start_question
190,591,27,6,Okay.,q,MR. HOOVER,start_answer
191,592,27,7,"They did not have a nameplate on them.  I mean, all they were is a steel canister depending on the size of the unit.  To what size that steel canister was, it was probably, I'm going to say, a quarter-of-an-inch steel that was, obviously, bent or a canister, and then with a welded seam, and both ends were welded, and then they had an inlet and an outlet.",a,THE WITNESS,start_question
192,600,27,15,"Okay.  What other particular -- I know there's the electric motor that's part of this unit. There's a condenser that's part of this unit.  The receiver, is that also part of what you would call this unit?",q,MR. HOOVER,start_answer
193,605,27,20,That's part -- that was actually bolted to the frame.,a,THE WITNESS,start_question
194,607,27,22,"Okay.  And this receiver, do you know the manufacturer of the receiver that you were removing?",q,MR. HOOVER,start_answer
195,609,27,24,"No, I would not.",a,THE WITNESS,start_question
196,611,28,1,"Okay.  Are there any other component -- major component parts of what we've been calling this unit aside from the electric motor, the condenser, the receivers that you're kind of getting ready to disassemble and remove?",q,MR. HOOVER,start_answer
197,616,28,6,The compressor.,a,THE WITNESS,start_question
198,617,28,7,The compressor.  All right.  There you go.,q,MR. HOOVER,start_answer
199,618,28,8,You got to have that.,a,THE WITNESS,start_question
200,619,28,9,Okay.  So the compressor is a major part of this unit.  Yes?,q,MR. HOOVER,start_answer
201,621,28,11,Yes.,a,THE WITNESS,start_question
202,622,28,12,"Okay.  And so your -- what kind of interaction do you have with the condenser portion of this unit to get it ready for removal, if anything?",q,MR. HOOVER,start_chat
203,625,28,15,Condenser or compressor?,side_chat,MR. BECERRA,start_chat
204,626,28,16,I'm sorry.  Compressor. We've got to change the names here.  Compressor.,side_chat,MR. HOOVER,start_answer
205,628,28,18,"Well, no, because that was usually removed as a unit --",a,THE WITNESS,start_question
206,630,28,20,Okay.,q,MR. HOOVER,start_answer
207,631,28,21,-- along with the motor.,a,THE WITNESS,start_question
208,632,28,22,So there wasn't anything you needed to do to the compressor as part of that removal process?,q,MR. HOOVER,start_answer
209,634,28,24,"As I say, it was removed as basically a unit.",a,THE WITNESS,start_question
210,637,29,2,Okay.,q,MR. HOOVER,start_answer
211,638,29,3,Not -- there were a few times the compressor and the motor were too heavy to remove. Then we removed the motor separately and the compressor separately.,a,THE WITNESS,start_question
212,642,29,7,"And in an instance like that, how do you do that?  Do you have to separate the motor from the compressor?",q,MR. HOOVER,start_answer
213,645,29,10,"You have -- no, because they were separate units.",a,THE WITNESS,start_question
214,647,29,12,Okay.,q,MR. HOOVER,start_answer
215,648,29,13,"Obviously, they were all bolted to this frame.",a,THE WITNESS,start_question
216,650,29,15,Uh-huh.,q,MR. HOOVER,start_answer
217,651,29,16,"So the compressor had four bolts on it, which you would have to, obviously, remove to free that up.  But then it also had the valves that went into this compressor.  There was an intake and a -- there was a low side and a high side.",a,THE WITNESS,start_question
218,656,29,21,Okay.,q,MR. HOOVER,start_answer
219,657,29,22,"So you had to remove those valves, and there was gaskets that were involved and --",a,THE WITNESS,start_question
220,659,29,24,"Okay.  And when you were removing the low side and the high side valves from the compressor, is that something you had to do every time or when -- you said on occasion?",q,MR. HOOVER,start_answer
221,664,30,4,Just when you had to separate the motor from the frame.,a,THE WITNESS,start_question
222,666,30,6,"Gotcha.  So if you didn't have to separate it from the frame, you wouldn't have to remove valves?",q,MR. HOOVER,start_answer
223,669,30,9,Right.  The valves usually stayed there.,a,THE WITNESS,start_question
224,670,30,10,"Okay.  And when you were doing this work on breaking down the mess halls, how often did you have to actually remove valves versus it could all go out as one unit?",q,MR. HOOVER,start_answer
225,674,30,14,That was not a daily process.,a,THE WITNESS,start_question
226,675,30,15,Uh-huh.,q,MR. HOOVER,start_answer
227,676,30,16,"Obviously, once in a while.",a,THE WITNESS,start_question
228,677,30,17,And how many mess halls were you involved disassembling?,q,MR. HOOVER,start_answer
229,679,30,19,I'm going to say probably a half a dozen.,a,THE WITNESS,start_question
230,680,30,20,"Okay.  And then in terms of these units that we're talking about, how many units per mess hall were there?",q,MR. HOOVER,start_answer
231,683,30,23,Half a dozen.,a,THE WITNESS,start_question
232,684,30,24,All right.  So half a dozen.  So six times six would be roughly 36 total?,q,MR. HOOVER,start_answer
233,687,31,2,Yeah.,a,THE WITNESS,start_question
234,688,31,3,"Okay.  And then of the 36 roughly total we're talking about of these units, how many of those would you say you actually had to kind of remove valves in order to remove the entire unit?",q,MR. HOOVER,start_answer
235,692,31,7,Probably 50-50.,a,THE WITNESS,start_question
236,693,31,8,Okay.  So about half of them would have required you --,q,MR. HOOVER,start_answer
237,695,31,10,Because of the size.,a,THE WITNESS,start_question
238,696,31,11,"Okay.  The compressors that you were removing as part of the unit, do you recall who manufactured those?",q,MR. HOOVER,start_answer
239,699,31,14,Circumference.,a,THE WITNESS,start_question
240,700,31,15,Yeah.,q,MR. HOOVER,start_answer
241,701,31,16,Copeland.,a,THE WITNESS,start_question
242,702,31,17,Yeah.,q,MR. HOOVER,start_answer
243,703,31,18,Frigidaire.,a,THE WITNESS,start_question
244,704,31,19,Yeah.,q,MR. HOOVER,start_answer
245,705,31,20,Let's see.  There was no air-conditioning in those units.  So there would not be air-conditioning.  I think did those were American Standard and Carrier.  Carrier.,a,THE WITNESS,start_question
246,709,31,24,Carrier was one of the compressors?,q,MR. HOOVER,start_answer
247,711,32,1,"Yeah, but these -- these were units on air-conditioning, which that was not involved in the --",a,THE WITNESS,start_question
248,714,32,4,The mess hall teardown?,q,MR. HOOVER,start_answer
249,715,32,5,-- the mess halls.,a,THE WITNESS,start_question
250,716,32,6,"Okay.  So in terms of the compressors that were involved in the mess hall teardown, it would be Circumference, Copeland, and Frigidaire?",q,MR. HOOVER,start_answer
251,719,32,9,Yes.,a,THE WITNESS,start_question
252,720,32,10,Okay.  In terms of the valves of the half of them that you had to remove --,q,MR. HOOVER,start_answer
253,722,32,12,Right.,a,THE WITNESS,start_question
254,723,32,13,-- do you know the manufacturers of the valves?,q,MR. HOOVER,start_answer
255,725,32,15,Those valves did not have a name on there that I remember.,a,THE WITNESS,start_question
256,727,32,17,"Okay.  And some of this work of removing the valves, you said that there were gaskets involved?",q,MR. HOOVER,start_answer
257,730,32,20,Yes.,a,THE WITNESS,start_question
258,731,32,21,"Okay.  Would you know the manufacturer -- well, strike that. In removing these valves, did you have to remove the gaskets?",q,MR. HOOVER,start_answer
259,736,33,1,"Because it was a teardown situation, no, because all this stuff was basically going to be scrapped.",a,THE WITNESS,start_question
260,739,33,4,"Right.  Okay.  So basically, the only reason you're removing a valve is to make the system -- be able to remove the system?",q,MR. HOOVER,start_answer
261,742,33,7,"In this part of it, yes.",a,THE WITNESS,start_question
262,743,33,8,Yeah.  Okay.  Any other work?  We talked about your disassembly in the cold storage?,q,MR. HOOVER,start_answer
263,745,33,10,Yup.,a,THE WITNESS,start_question
264,746,33,11,"We talked about you working on roughly a half dozen mess halls, tearing -- helping to tear them down.  What other work do you recall helping your father at Groton Refrigeration at Fort Devens?",q,MR. HOOVER,start_answer
265,750,33,15,Just the NCO Club and Officers Club.,a,THE WITNESS,start_question
266,751,33,16,"Okay.  And so at the NCO Club, what kind of work did you assist your father with?",q,MR. HOOVER,start_answer
267,753,33,18,"That was more on full maintenance, repairs.  Anything that broke down where we got called on.",a,THE WITNESS,start_question
268,756,33,21,All right.  And is this the same type of thing for the Officers Club?,q,MR. HOOVER,start_answer
269,758,33,23,"Basically, yes.",a,THE WITNESS,start_question
270,759,33,24,"Okay.  At the NCO Club, did you do any sort of, like, new construction for them, or was this, again, all kind of maintenance, repair of existing units?",q,MR. HOOVER,start_answer
271,764,34,4,This was 90 percent just maintenance and repairs.,a,THE WITNESS,start_question
272,766,34,6,Uh-huh.,q,MR. HOOVER,start_answer
273,767,34,7,Keeping things operating.,a,THE WITNESS,start_question
274,768,34,8,Right.,q,MR. HOOVER,start_answer
275,769,34,9,Making sure we kept the vehicle.,a,THE WITNESS,start_question
276,770,34,10,"Right.  What might the other 10 percent, then, encompass?",q,MR. HOOVER,start_answer
277,772,34,12,"Occasionally, we would have to put in a complete new unit.",a,THE WITNESS,start_question
278,774,34,14,"Okay.  In case something couldn't be repaired, correct?",q,MR. HOOVER,start_answer
279,776,34,16,"Well, they would replace some of these old coolers, and when they did, they would, obviously, put in something new.  Usually bigger and better.",a,THE WITNESS,start_question
280,779,34,19,"Okay.  And the 90 percent maintenance, repairs and 10 percent maybe, you know, replacement of equipment, is that the same for the NCO Club as it is the Officers Club?",q,MR. HOOVER,start_answer
281,783,34,23,Yes.,a,THE WITNESS,start_question
282,784,34,24,Okay.  And when would you say you first went to work with your father at the NCO Club?,q,MR. HOOVER,start_answer
283,787,35,2,"Oh, that was way back.  That was in the early '50s.",a,THE WITNESS,start_question
284,789,35,4,And what type of equipment at the NCO Club do you recall helping your father maintain or repair?,q,MR. HOOVER,start_answer
285,791,35,6,"Basically, the same as what was in the mess halls.",a,THE WITNESS,start_question
286,793,35,8,Okay.,q,MR. HOOVER,start_answer
287,794,35,9,They were the very same.,a,THE WITNESS,start_question
288,795,35,10,"So we would have, what?  Kind of, like, these -- we talked about these units, these compressor units?",q,MR. HOOVER,start_answer
289,798,35,13,"Yes.  This was -- most of these here back then in the early '50s, they would come as separate units.  The late '50s, '60s, '70s, they started coming with a sealed compressor.  Meaning, the motor, the compressor would all be one.",a,THE WITNESS,start_question
290,803,35,18,"And, again, forgive my ignorance, but these compressor units, what are they utilized for in the NCO Club?",q,MR. HOOVER,start_answer
291,806,35,21,Keeping things cold.,a,THE WITNESS,start_question
292,807,35,22,Okay.  And does that run anywhere from keeping the beer cold to keeping the club itself cooled?,q,MR. HOOVER,start_answer
293,811,36,1,Yes.,a,THE WITNESS,start_question
294,812,36,2,All right.  So it will help for the refrigeration units where we're sticking the Budweisers?,q,MR. HOOVER,start_answer
295,815,36,5,Right.,a,THE WITNESS,start_question
296,816,36,6,As well as the little AC unit that helps keeps the officers cool while they drink the Budweisers?,q,MR. HOOVER,start_answer
297,819,36,9,"That's where American Standard would have come in and -- because they were bigger on the outside units refrigeration -- I mean, air-conditioning units.",a,THE WITNESS,start_question
