,indice,page_number,line_number,text,text_type,speaker,time_added
47,328,11,13,All right.  Did you review any of the claims information that has been submitted?,q,MR. BLUM,start_answer
48,331,11,16,I don't understand.,a,THE WITNESS,start_question
49,332,11,17,Okay.  So you understand that Clemens Cleaning Village and P.R. Family Partnership are both making claims in this case?,q,MR. BLUM,start_answer
50,336,11,21,Yes.,a,THE WITNESS,start_question
51,337,11,22,Okay.  And did you review any of the what I'll call documents or information that backs up those claims in terms of the amount of damages?,q,MR. BLUM,start_answer
52,342,12,2,Yes.,a,THE WITNESS,start_question
53,343,12,3,Okay.  Tell me what you reviewed?,q,MR. BLUM,start_answer
54,344,12,4,"So I originally gave the invoices of the -- what do you say, the estimates that we had given for each thing, the bills, I was involved in compiling all that information that we gave six months ago.",a,THE WITNESS,start_question
55,349,12,9,"Okay.  I'm going to stop you for one second.  I understand that you certainly have worked with John to support the claim.  But I was talking specifically in order to get ready for today, like yesterday did you sit down and review all those materials or anything like that?",q,MR. BLUM,start_answer
56,356,12,16,No.  I did that last week.,a,THE WITNESS,start_question
57,357,12,17,Okay.,q,MR. BLUM,start_answer
58,358,12,18,"But I didn't -- I mean, there was nothing, I didn't go study any kind of questions or anything like.",a,THE WITNESS,start_question
59,361,12,21,"No.  But in terms of the documentation like for the claims that are being submitted by both companies, you have taken the time to review that and familiarize yourself?",q,MR. BLUM,start_answer
60,367,13,2,Yes.,a,THE WITNESS,start_question
61,368,13,3,"Okay, great.  Have you read any of the deposition transcripts that have been taken in this or any other related cases?",q,MR. BLUM,start_answer
62,371,13,6,The deposition that I read was when they had the drivers from two months ago or something like that.,a,THE WITNESS,start_question
63,374,13,9,Okay.,q,MR. BLUM,start_answer
64,375,13,10,"I didn't read the fire people, but the drivers, our drivers, I read that.",a,THE WITNESS,start_question
65,377,13,12,"All right.  And when you read those transcripts, did you notice anything that they had said that was in error or that you think should be corrected?",q,MR. BLUM,start_answer
66,381,13,16,"No.  No, I don't recall anything that was said or anything -- didn't seem like there was a lot of information there.",a,THE WITNESS,start_question
67,384,13,19,"Okay.  And other than speaking to John, your counsel, did you speak to anyone to prepare for your deposition today?",q,MR. BLUM,start_answer
68,387,13,22,"So John had said in the part that we got from -- I don't know if it was from you, they wanted to know who would be answering the questions.",a,THE WITNESS,start_question
69,392,14,2,"Sure.  The notices, okay.",q,MR. BLUM,start_answer
70,393,14,3,Okay.  So Janet and I went over who we thought would be best to answer those questions.,a,THE WITNESS,start_question
71,396,14,6,"Okay.  All right, great.  Anybody else that you spoke to?",q,MR. BLUM,start_answer
72,398,14,8,I spoke to my wife about hers yesterday.,a,THE WITNESS,start_question
73,400,14,10,Okay.  Anyone else?,q,MR. BLUM,start_answer
74,401,14,11,"The gentleman that was here last week for Millers, I don't remember his name.",a,THE WITNESS,start_chat
75,403,14,13,We had a meeting with other counsel in this case representing other plaintiffs.,side_chat,MR. SLATTERY,start_chat
76,406,14,16,Okay.,side_chat,MR. BLUM,start_question
77,408,14,18,And what took place at that meeting?,q,MR. BLUM,start_answer
78,409,14,19,"They wanted to know more of those questions that Janet and I discussed about who is going to be answering, I think it said -- if I recall correctly --",a,THE WITNESS,start_question
79,413,14,23,"You know, I'm going to ask you about those notices, so don't try to guess about that because we are going to pull them out in a minute. So basically at that meeting that occurred last week with everybody present, you discussed which categories each person would answer?",q,MR. BLUM,start_answer
80,422,15,7,Correct.,a,THE WITNESS,start_question
81,423,15,8,Okay.  And was there anything else discussed at that meeting?,q,MR. BLUM,start_answer
82,425,15,10,I don't recall.,a,THE WITNESS,start_question
83,426,15,11,Okay.  Have you ever had your deposition taken before?,q,MR. BLUM,start_answer
84,428,15,13,Yes.,a,THE WITNESS,start_question
85,429,15,14,In what capacity?,q,MR. BLUM,start_answer
86,430,15,15,"We were involved in a lawsuit, somebody fell at one of our customers' locations, and they had questions about the floor mats that were on the floor and things like that.",a,THE WITNESS,start_question
87,435,15,20,Sure.  Anything other than that one time?,q,MR. BLUM,start_answer
88,437,15,22,"Yes.  I believe that -- I believe it was a deposition, it might have just been a question/answer thing.  We were rear-ended in a car accident -- by ""we"" I mean my wife and I -- and that was maybe four years ago.  And there was a meeting in Norristown, but I'm not sure if that was actually a deposition or if that was just --",a,THE WITNESS,start_question
89,446,16,6,Was that personal injury litigation about that accident?,q,MR. BLUM,start_answer
90,448,16,8,Yeah.  They were paying -- we had to present our medical bills and reimbursement for that.,a,THE WITNESS,start_question
91,451,16,11,"Okay.  So there was the time where the company, you were there as a witness on the slip and fall, the personal injury case. Any other times that you have been deposed?",q,MR. BLUM,start_answer
92,455,16,15,Not that I can recall.,a,THE WITNESS,start_question
93,456,16,16,Okay.  I'm going to show you a series of documents which are the notices for these depositions that we're here about today.,q,MR. BLUM,symbols
94,460,16,20,- - -,symbols,,is brackets
95,461,16,21,(Amended Notice of Deposition of Randy Clemens marked R. Clemens Exhibit 1.),brackets,,symbols
96,464,16,24,- - -,symbols,,start_question
97,467,17,2,And this first one I'm going to mark as Exhibit 1 to your deposition is just the actual notice for you personally.  I'm going to ask you if you have ever seen that before?,q,MR. SLATTERY,start_answer
98,471,17,6,I believe that's the one that was forwarded to me.,a,THE WITNESS,symbols
99,473,17,8,- - -,symbols,,is brackets
100,474,17,9,(Amended Notice of Deposition of P.R. Clemens Family Limited Partnership marked R. Clemens Exhibit 2.),brackets,,is brackets
101,477,17,12,"(Amended Notice of Deposition of Clemens Cleaning Village, Inc., marked R. Clemens Exhibit 3.)",brackets,,symbols
102,480,17,15,- - -,symbols,,start_question
103,482,17,17,"I'm going to show you two documents now which we've marked as Exhibits 2 and 3, and these are what I'm going to call them the persons with the most knowledge deposition notices and ask you to take a look at each of those, and then I'm going to ask you a series of questions about them. Okay.  They're essentially the same except one is addressed to Clemens Cleaning Village and one is addressed to P.R. Family Partnership.  Okay?  So I'm going to ask you now, if you look at Page 3 of either of those two notices, there's a list of topics.  Do you see where I'm at?",q,MR. BLUM,start_answer
104,497,18,7,Uh-huh.,a,THE WITNESS,start_question
105,498,18,8,"And after you and Janet discussed these topics, who did you decide was the best person to give testimony on the day-to-day business operations, including the processing of laundry intake and delivery?",q,MR. BLUM,start_answer
106,503,18,13,Myself.,a,THE WITNESS,start_question
107,504,18,14,"Okay.  The second one, property damage claims as alleged in your December 21, 2018, Second Amended Complaint?",q,MR. BLUM,start_answer
108,507,18,17,"Okay.  So we weren't sure exactly what you were after here, so the property, is that like equipment and inventory and things like that?",a,THE WITNESS,start_question
109,511,18,21,"Well, it really would have been all of the above.  Like, in other words, inventory and equipment here as well as the real estate.",q,MR. BLUM,start_answer
110,514,18,24,"Okay.  So that was compiled by Janet, but the -- I don't know if it would be an adjuster or -- they were the ones who compiled, you know, went over and certified the list to make sure this was in the building and that was in the building and the value and things like that.",a,THE WITNESS,start_question
111,522,19,7,"Okay.  I accept that, and there are some questions I'll ask you about that. But in terms of representatives of the company -- and you're making claims like above and beyond the insurance, okay -- so in terms of the inventory and equipment in the building, the claims above and beyond the insurance, would it be you or Janet would be the best person?",q,MR. BLUM,start_answer
112,531,19,16,We thought that it would be Janet because she could give you the information as far as how the inventory lists and things like that.,a,THE WITNESS,start_question
113,535,19,20,"Okay.  And how about the building itself, the portions of the claim where you have allegations above and beyond the insurance, who would be best for that?",q,MR. BLUM,start_answer
114,539,19,24,That would be myself.,a,THE WITNESS,start_question
115,541,20,1,"Okay, great.  There's also what we call a business interruption or extra expense claim?",q,MR. BLUM,start_answer
116,544,20,4,That was Janet.,a,THE WITNESS,start_question
117,545,20,5,"Okay.  Purchasing and maintenance of the vehicles, your counsel has already told us that that would be Brett, we've already done. Construction and alterations made to the property here that we're sitting in, the 5th Street property?",q,MR. BLUM,start_answer
118,551,20,11,Myself.,a,THE WITNESS,start_question
119,552,20,12,"Okay, thank you.  You had told us that you came to work here at this facility in 1988.  I'd like to just go through what your personal history is, like the positions you have held here at the company, if you could tell us that?",q,MR. BLUM,start_answer
120,558,20,18,"When we first started, it was a part-time position.  I would do different jobs here because we were just getting started, and then the other times I'd be working at the dry cleaning for the first six months or a year.",a,THE WITNESS,start_question
121,563,20,23,Okay.,q,MR. BLUM,start_answer
122,564,20,24,"And so you name it, I did it.",a,THE WITNESS,start_question
123,566,21,1,"And does that include, did you go out making deliveries?",q,MR. BLUM,start_answer
124,568,21,3,Yes.,a,THE WITNESS,start_question
125,569,21,4,Did you go out and do sales?,q,MR. BLUM,start_answer
126,570,21,5,Yes.,a,THE WITNESS,start_question
127,571,21,6,Okay.  And at some point did your role change here at the 5th Street facility?,q,MR. BLUM,start_answer
128,573,21,8,As we added more people.,a,THE WITNESS,start_question
129,574,21,9,"All right.  And so from 1988 going forward, have you had what I'll call an official title here at the company?",q,MR. BLUM,start_answer
130,577,21,12,General manager.,a,THE WITNESS,start_question
131,578,21,13,Okay.,q,MR. BLUM,start_answer
132,579,21,14,Vice-president.,a,THE WITNESS,start_question
133,580,21,15,"And just on a day-to-day basis, can you tell us like the different types of issues that you're dealing with at the company?",q,MR. BLUM,start_answer
134,583,21,18,"Could be production, could be sales, it could be delivery.",a,THE WITNESS,start_question
135,585,21,20,And has that been true from 1988 to the present?,q,MR. BLUM,start_answer
136,587,21,22,Yes.,a,THE WITNESS,start_question
137,588,21,23,"And Janet, is that your sister?",q,MR. BLUM,start_answer
138,589,21,24,Yes.,a,THE WITNESS,start_question
139,591,22,1,And when did Janet first start working for the company?,q,MR. BLUM,start_answer
140,593,22,3,"I am really not sure about that. She did our, originally did just bookkeeping, and then she went and worked at the dry cleaning place, and then she came and worked here when we closed the dry cleaning place down.  But as far as years, I do not remember.",a,THE WITNESS,start_question
141,599,22,9,Okay.  Is she listed as like the president of the company?,q,MR. BLUM,start_answer
142,601,22,11,Yup.,a,THE WITNESS,start_question
143,602,22,12,And when did she assume that title?,q,MR. BLUM,start_answer
144,603,22,13,I don't know.  You would have to ask her.  I really don't.,a,THE WITNESS,start_question
145,605,22,15,"All right.  The company, Clemens Cleaning Village, Inc., are you personally a shareholder in that company?",q,MR. BLUM,start_answer
146,608,22,18,Yes.,a,THE WITNESS,start_question
147,609,22,19,And who are the owners of Clemens Cleaning Village?,q,MR. BLUM,start_answer
148,611,22,21,Janet and myself.,a,THE WITNESS,start_question
149,612,22,22,And did you take that over from your parents?,q,MR. BLUM,start_answer
150,614,22,24,Yes.,a,THE WITNESS,start_question
151,616,23,1,And when did you and your sister take over the ownership?,q,MR. BLUM,start_answer
152,618,23,3,The complete ownership I believe it was approximately 2014.  But I'm not 100% sure of that.,a,THE WITNESS,start_question
153,621,23,6,"Okay.  P.R. Clemens Family Limited Partnership, does that own the property that we're sitting in?",q,MR. BLUM,start_answer
154,624,23,9,Yes.,a,THE WITNESS,start_question
155,625,23,10,Okay.  And who are the members of that partnership?,q,MR. BLUM,start_answer
156,627,23,12,"My father, Paul, and myself.",a,THE WITNESS,start_question
157,628,23,13,And when did you and your father become the members of that?,q,MR. BLUM,start_answer
158,630,23,15,"So I believe that was 1998, approximately.",a,THE WITNESS,start_question
159,632,23,17,"And I want to just talk about the history of the business, the cleaning business, if we could. Did it start out as uniforms, is that how the business started?",q,MR. BLUM,start_answer
160,637,23,22,At this location?,a,THE WITNESS,start_question
161,638,23,23,"At this location, yes.",q,MR. BLUM,start_answer
162,639,23,24,Yes.,a,THE WITNESS,start_question
163,641,24,1,Okay.  And did it expand beyond uniforms into other things?,q,MR. BLUM,start_answer
164,643,24,3,As far as linens or --,a,THE WITNESS,start_question
165,644,24,4,"Yes, linens, mats --",q,MR. BLUM,start_answer
166,645,24,5,"The uniforms and the -- we did pretty well a little bit of those all, uniforms, mats, linens, at the other locations before we came here.",a,THE WITNESS,start_question
167,649,24,9,So those types of things were being done at the dry cleaning location?,q,MR. BLUM,start_answer
168,651,24,11,Yeah.,a,THE WITNESS,start_question
169,652,24,12,And then there was a decision to expand that portion of the business or separate it?,q,MR. BLUM,start_answer
170,655,24,15,Yes.,a,THE WITNESS,start_question
171,656,24,16,"Okay.  And after it separated and came here to the 5th Street facility, did the business change or grow over time?",q,MR. BLUM,start_answer
172,659,24,19,It grew.,a,THE WITNESS,start_question
173,660,24,20,Okay.  And did it grow just by increasing the volume of the things it was doing or did it add different lines of business or things that it was doing?,q,MR. BLUM,start_answer
174,664,24,24,It basically grew through the production of the same type of items.  We added embroidery and silk screen to our mix.,a,THE WITNESS,start_question
175,668,25,3,And approximately when did that happen?  I mean -- I'll just ask a different way --,q,MR. BLUM,start_answer
176,671,25,6,2000.,a,THE WITNESS,start_question
177,672,25,7,I was going to say it was before the fire in 2016?,q,MR. BLUM,start_answer
178,674,25,9,"Yes, yes.",a,THE WITNESS,start_question
179,675,25,10,"And anything else that got added to the business beyond the basic mats, uniforms, I assume you do linens for restaurants?",q,MR. BLUM,start_answer
180,678,25,13,Correct.,a,THE WITNESS,start_question
181,679,25,14,"The embroidery business, was there anything else that I'm missing?",q,MR. BLUM,start_answer
182,681,25,16,The only thing -- and I'm sure there's other minor things that you could say -- but the first aid business.,a,THE WITNESS,start_question
183,684,25,19,Okay.  And tell me what is the first aid business?,q,MR. BLUM,start_answer
184,686,25,21,We service and sell first aid kits that you would mount on the walls at businesses.,a,THE WITNESS,start_question
185,689,25,24,"And is that operated by Clemens Cleaning Village, Inc., or by another --",q,MR. BLUM,start_answer
186,692,26,2,Yes.,a,THE WITNESS,start_question
187,693,26,3,-- company?,q,MR. BLUM,start_answer
188,694,26,4,Yes.,a,THE WITNESS,start_question
189,695,26,5,About when did that portion of the business start?,q,MR. BLUM,start_answer
190,697,26,7,"This is an estimate only, but 2010.",a,THE WITNESS,start_question
191,698,26,8,"Okay, again, before the fire occurred in 2016, okay. And was there any other business that your family was operating out of the facility before the fire in 2016?",q,MR. BLUM,start_answer
192,703,26,13,No.  Everything was under Clemens Cleaning.,a,THE WITNESS,start_question
193,705,26,15,"Okay.  And the building that was destroyed in the fire in 2016, when your family first came here, did they lease or did they purchase a piece of the building?",q,MR. BLUM,start_answer
194,709,26,19,"Leased 4,000 square feet.",a,THE WITNESS,start_question
195,710,26,20,"And if we were standing on the 5th Street side of the building and looking at the front, could you tell us which units it was?",q,MR. BLUM,start_answer
196,713,26,23,To the right.,a,THE WITNESS,start_question
197,714,26,24,Okay.,q,MR. BLUM,start_answer
198,716,27,1,All the way to the right.,a,THE WITNESS,start_chat
199,717,27,2,"Can we mark this as Exhibit 4, please.",side_chat,MR. BLUM,symbols
200,719,27,4,- - -,symbols,,is brackets
201,720,27,5,(Floor Plan marked R. Clemens Exhibit 4.),brackets,,symbols
202,722,27,7,- - -,symbols,,start_question
203,724,27,9,"Randy, I'm going to show you a document which was marked as Exhibit 4 to your deposition.  This was produced by -- I'm not sure -- somebody in the litigation process and it is a floor plan, I believe, of the old building where the fire occurred. Do you agree with that?",q,MR. BLUM,start_answer
204,731,27,16,Uh-huh.,a,THE WITNESS,start_question
205,732,27,17,Have you ever seen this document before?,q,MR. BLUM,start_answer
206,734,27,19,"Not this document, but one that's similar.",a,THE WITNESS,start_question
207,736,27,21,"Okay.  And am I correct that at the bottom of that diagram where it says Floor Plan, that would be the 5th Street side of the building; is that correct?",q,MR. BLUM,start_answer
208,741,28,1,Correct.,a,THE WITNESS,start_question
209,742,28,2,"So when your family first brought the business here, you were in the unit which is all the way to the right, and it's entitled Clemens Cleaning Village, Inc., I think it says Area --",q,MR. BLUM,start_answer
210,747,28,7,Correct.,a,THE WITNESS,start_question
211,748,28,8,"-- #6, maybe?  Can't tell. And at some point did your family or did the business purchase that unit?",q,MR. BLUM,start_answer
212,751,28,11,The first purchase was the three right units.,a,THE WITNESS,start_question
213,753,28,13,The three right units together?,q,MR. BLUM,start_answer
214,754,28,14,Uh-huh.,a,THE WITNESS,start_question
215,755,28,15,"There's one that's Dallas Avionics, then Clemens Cleaning, then Clemens Cleaning?",q,MR. BLUM,start_answer
216,757,28,17,Right.,a,THE WITNESS,start_question
217,758,28,18,"When did that purchase occur, approximately?",q,MR. BLUM,start_answer
218,760,28,20,I believe that was in 1998.,a,THE WITNESS,start_question
219,761,28,21,"Okay.  And after, when you purchased it or when the company purchased it, were those all three separate units, there was like no -- you couldn't pass from one unit to the other, would that have been accurate?",q,MR. BLUM,start_answer
220,767,29,2,When we purchased them?,a,THE WITNESS,start_question
221,768,29,3,Yes.,q,MR. BLUM,start_answer
222,769,29,4,"No.  We already had all three, we were occupying all three.",a,THE WITNESS,start_question
223,771,29,6,So at some point you were leasing all three and then purchased them?,q,MR. BLUM,start_answer
224,773,29,8,Correct.,a,THE WITNESS,start_question
225,774,29,9,And at some point did the company put up what I'll call openings or doorways between those units?,q,MR. BLUM,start_answer
226,777,29,12,"Correct.  They had like -- the building was built in six different sections, and in each section they had like office, office, office and then warehouse, warehouse, warehouse behind there.  And then in between -- I don't even know if it shows it on here -- there was parts that could be opened up.  So, for instance, Dallas Avionics has two sections here.  So they built the building that had the punchouts or something like that, so you could go between sections if you chose to.",a,THE WITNESS,start_question
227,789,29,24,"Okay.  And after Clemens Cleaning Village started to operate the first three units, did you or did the company put punchouts through those properties?",q,MR. BLUM,start_answer
228,794,30,4,Yes.,a,THE WITNESS,start_question
229,795,30,5,Okay.  And could --,q,MR. BLUM,start_answer
230,796,30,6,But that was before we bought it.,a,THE WITNESS,start_question
231,797,30,7,"Right, okay.  Can you mark on this diagram, if I hand you a pen, where those original punchouts were on the walls between Units 1, 2, and 3?",q,MR. BLUM,start_answer
232,801,30,11,Yes.  I just can't remember between 2 and 3 how that was.  I'm not sure how far between the 2 and the 3 it is or if I have that in the right geographic section.,a,THE WITNESS,start_question
233,805,30,15,"Okay.  So the punchouts that were there, the original set of punchouts, were they, for lack of a better word, I'll call them man doors, or were they bigger than that?",q,MR. BLUM,start_answer
234,809,30,19,No.  They were bigger than that.,a,THE WITNESS,start_question
235,810,30,20,Can you tell us the approximate size?,q,MR. BLUM,start_answer
236,812,30,22,10 feet wide.,a,THE WITNESS,start_question
237,813,30,23,"Okay.  And how about in terms of height, did they go all the way to the ceiling or did they only go part of the way up?",q,MR. BLUM,start_answer
238,817,31,2,"These two here -- well, first of all, this is the office, so that's an office door.",a,THE WITNESS,start_question
239,820,31,5,"Those are man doors, okay.",q,MR. BLUM,start_answer
240,821,31,6,"So those would be man doors. So these would be like 10 by 10, 10 by 10, and then this one, I don't know if that -- I don't know how wide that was, if that was this section.  I don't really recall.",a,THE WITNESS,start_question
241,826,31,11,"Okay.  And just so we're clear, because the court reporter can't take down pointing, okay?",q,MR. BLUM,start_answer
242,829,31,14,Yep.,a,THE WITNESS,start_question
243,830,31,15,"The original in between, this is Unit 1; right?",q,MR. BLUM,start_answer
244,832,31,17,"1 and 2, I'm pretty sure of that, that that was two 10-foot sections.",a,THE WITNESS,start_question
245,834,31,19,Okay.  And one like man door at the office?,q,MR. BLUM,start_answer
246,836,31,21,Yup.,a,THE WITNESS,start_question
247,837,31,22,Okay.  And then between 2 and 3 there's one man door down at the offices?,q,MR. BLUM,start_answer
248,839,31,24,Correct.,a,THE WITNESS,start_question
249,841,32,1,"And then there's an opening that's bigger, but you don't recall the exact size?",q,MR. BLUM,start_answer
250,843,32,3,Yes.,a,THE WITNESS,start_question
251,844,32,4,"Okay, perfect.  And did that, did those openings remain the same all the way through to the time of the fire?",q,MR. BLUM,start_answer
252,847,32,7,"Let's see.  See, I think that this wall here, I believe that was opened up, like removed onto this section here, I think about that line, so midway up to the office.",a,THE WITNESS,start_question
253,851,32,11,Okay.  So in the break between Section 2 and 3 at some point the opening was expanded from the original opening you told us about all the way up to the office almost?,q,MR. BLUM,start_answer
254,855,32,15,"I believe so, yes.",a,THE WITNESS,start_question
255,856,32,16,Okay.  And approximately when did that occur?,q,MR. BLUM,start_answer
256,858,32,18,I believe it was when we added the back section on.,a,THE WITNESS,start_question
257,860,32,20,Okay.  And when did that occur?,q,MR. BLUM,start_answer
258,861,32,21,"So I think that, I believe that was around 2004.",a,THE WITNESS,start_question
259,863,32,23,All right.,q,MR. BLUM,start_answer
260,864,32,24,"And, again, the dates --",a,THE WITNESS,start_question
261,866,33,1,"That's fine, it's approximate, that's fine. And then at some point did the company take over, either through lease or through purchase, what I'll call Units 4, 5, and 6?",q,MR. BLUM,start_answer
262,872,33,7,Okay.  Which way are you going here?,a,THE WITNESS,start_question
263,873,33,8,"Up to you, let's be consistent, so --",q,MR. BLUM,start_answer
264,875,33,10,I think you said this was 6; right?,a,THE WITNESS,start_question
265,876,33,11,"Okay.  Let's say that was the first unit you bought, was 6?",q,MR. BLUM,start_answer
266,878,33,13,(Indicating.),a,THE WITNESS,start_question
267,879,33,14,"So the record is clear, the witness just numbered the units from --",q,MR. BLUM,start_answer
268,881,33,16,That we are going to use for this.,a,THE WITNESS,start_question
269,882,33,17,"For this purpose, sure.  Just to be clear we, the original unit you bought was?",q,MR. BLUM,start_answer
270,884,33,19,"We bought 4, 5 and 6.",a,THE WITNESS,start_question
271,885,33,20,You first occupied 6?,q,MR. BLUM,start_answer
272,886,33,21,Yes.,a,THE WITNESS,start_question
273,887,33,22,"Then you eventually bought 4, 5, and 6.  How about Units 1, 2, and 3, did they come into the possession of the company at some point?",q,MR. BLUM,start_answer
274,892,34,2,"Yes, about a year later.  And then we did not do anything with those at the beginning, we had tenants in there.",a,THE WITNESS,start_question
275,895,34,5,"All right.  And when, if ever, did the tenants leave and Clemens start using those for operations?",q,MR. BLUM,start_answer
276,898,34,8,"Again, these dates are going to be, so I believe somewhere around 2000, Intertech had -- they had 1, 2, and 3.  Okay?  And then we bought the entire building and then they were our tenants, Intertech was our single tenant.  And then they built a building and moved out.  And then at that point when they moved out, we took Unit 3 and then we had two separate tenants in 1 and 2.",a,THE WITNESS,start_question
277,907,34,17,"Okay.  And when you started to occupy Unit No. 3, were there any kind of punchouts put in the wall?",q,MR. BLUM,start_answer
278,910,34,20,"There was a very small one here, I'll just say 10 feet by 10 feet.",a,THE WITNESS,start_question
279,912,34,22,Okay.,q,MR. BLUM,start_answer
280,913,34,23,"There was nothing put in here or anything here.  The reason that that was put -- the reason that we couldn't open this whole thing up, this is a separates level.",a,THE WITNESS,start_question
281,918,35,3,Okay.,q,MR. BLUM,start_answer
282,919,35,4,"The floor was like, I'm going to say, 3 feet lower.  So this had, 1, 2, and 3 had a lower floor level, and then this had a higher floor level.",a,THE WITNESS,start_question
283,923,35,8,All right.,q,MR. BLUM,start_answer
284,924,35,9,So we didn't -- we couldn't use it for production.  We used that for our warehouse.,a,THE WITNESS,start_question
285,927,35,12,And did you ever expand your business beyond Unit 3 into 2 and 1?,q,MR. BLUM,start_answer
286,929,35,14,"So 2 was never, never, ever a possession of ours.  Just the tenant.  And then 1 at the end was, we were using that for some warehouse, but it was basically empty at the time of the fire.",a,THE WITNESS,start_question
287,934,35,19,Okay.,q,MR. BLUM,start_answer
288,935,35,20,Because we were planning on moving the other people over.,a,THE WITNESS,start_question
289,937,35,22,And that had not occurred?,q,MR. BLUM,start_answer
290,938,35,23,(Witness shakes head.),a,THE WITNESS,start_question
291,939,35,24,All right.  You have to say yes or no for the record.,q,MR. BLUM,start_answer
292,942,36,2,Yes.  Sorry.,a,THE WITNESS,start_question
293,943,36,3,"Now, you mentioned at some point in or about 2004 there was an addition put on the building.  Can you just like put an outline there of where that was?",q,MR. BLUM,start_answer
294,947,36,7,(Indicating.),a,THE WITNESS,start_question
295,948,36,8,"All right.  And I want to talk now for a moment about what I'll call the parking lot side of the building.  Okay?  There were a series of garage doors at the rear of the property.  Can you tell us where those garage doors were at the time of the fire, where were those openings?",q,MR. BLUM,start_answer
296,955,36,15,"So you're talking loading dock doors, garage doors, drive-in doors, what type of doors are you talking about?",a,THE WITNESS,start_question
