,indice,page_number,line_number,text,text_type,speaker,time_added
25,620,19,1,Yes.,a,THE WITNESS,start_question
26,621,19,2,Have you ever been deposed before?,q,MS. RIORDAN,start_answer
27,622,19,3,No.,a,THE WITNESS,start_question
28,623,19,4,"Have you ever previously provided any sworn statement in any capacity, whether it be written, in an affidavit, in a court proceeding, an administrative proceeding?",q,MS. RIORDAN,start_answer
29,627,19,8,No.,a,THE WITNESS,start_question
30,628,19,9,Have you been a party to any lawsuits?,q,MS. RIORDAN,start_answer
31,629,19,10,No.,a,THE WITNESS,start_question
32,630,19,11,Have you ever been diagnosed with an asbestos-related illness or disease?,q,MS. RIORDAN,start_answer
33,632,19,13,No.,a,THE WITNESS,start_question
34,633,19,14,Do you go by any nicknames?,q,MS. RIORDAN,start_answer
35,634,19,15,Edso.,a,THE WITNESS,start_question
36,635,19,16,Edso?,q,MS. RIORDAN,start_answer
37,636,19,17,"Yes, E-D-S-O.",a,THE WITNESS,start_question
38,637,19,18,"Okay.  Are you married, sir?",q,MS. RIORDAN,start_answer
39,638,19,19,I'm widowed.,a,THE WITNESS,start_question
40,639,19,20,And what's your current address?,q,MS. RIORDAN,start_answer
41,640,19,21,"It's 41 Downey Road, Brockton, Mass.",a,THE WITNESS,start_question
42,641,19,22,How long have you lived there?,q,MS. RIORDAN,start_answer
43,642,19,23,28 years.,a,THE WITNESS,start_question
44,643,19,24,It sounds like you don't have any present intention of moving from there; would that be accurate?,q,MS. RIORDAN,start_answer
45,647,20,3,"That's accurate, yes.  I would say not 28 years.  I would say 26 years.",a,THE WITNESS,start_question
46,649,20,5,"Okay.  What is your date of birth, sir?",q,MS. RIORDAN,start_answer
47,651,20,7,"January 11, 1953.",a,THE WITNESS,start_question
48,652,20,8,Happy almost birthday.,q,MS. RIORDAN,start_answer
49,653,20,9,Thank you.,a,THE WITNESS,start_question
50,654,20,10,Where were you born?,q,MS. RIORDAN,start_answer
51,655,20,11,"I was born in Boston, Mass.",a,THE WITNESS,start_question
52,656,20,12,Are you currently employed?,q,MS. RIORDAN,start_answer
53,657,20,13,Yes.,a,THE WITNESS,start_question
54,658,20,14,"And what do you do for work, sir?",q,MS. RIORDAN,start_answer
55,659,20,15,I am a foreman of Seidman Brothers.,a,THE WITNESS,start_question
56,660,20,16,Have you been convicted of a felony crime in the last ten years?,q,MS. RIORDAN,start_answer
57,662,20,18,No.,a,THE WITNESS,start_question
58,663,20,19,Have you been convicted of a misdemeanor crime in the last five years?,q,MS. RIORDAN,start_answer
59,665,20,21,No.,a,THE WITNESS,start_question
60,666,20,22,"Now, Mr. Finn, you're here today in conjunction with a lawsuit brought by the estate of Allen Seidman; you understand that?",q,MS. RIORDAN,start_answer
61,670,21,1,Yes.,a,THE WITNESS,start_question
62,671,21,2,Are you represented by counsel here today?,q,MS. RIORDAN,start_answer
63,673,21,4,No.,a,THE WITNESS,start_question
64,674,21,5,"Okay.  So as much as I want to know all about you and your history and whatnot, really the focus of today's deposition and any subsequent day is the work that you performed with Allen Seidman; do you understand that?",q,MS. RIORDAN,start_answer
65,679,21,10,I understand that.,a,THE WITNESS,start_question
66,680,21,11,"Great.  Before we dig into that, I want to know a little bit about how you got involved with this lawsuit to begin with and how it is that you're sitting here before us today.  So at what point in time did the Deaton Law Firm contact you?",q,MS. RIORDAN,start_answer
67,686,21,17,I had talked to them a little bit after Allen had passed.,a,THE WITNESS,start_question
68,688,21,19,Did you talk to them at all before that time?,q,MS. RIORDAN,start_answer
69,690,21,21,Not at all.,a,THE WITNESS,start_question
70,691,21,22,And tell me about those conversations after Mr. Seidman passed away.,q,MS. RIORDAN,start_answer
71,693,21,24,"We just talked about Allen and the work that we had done, and that was it.",a,THE WITNESS,start_question
72,696,22,2,Okay.  Were those initial meetings by phone or in person?,q,MS. RIORDAN,start_answer
73,698,22,4,It was in person.,a,THE WITNESS,start_question
74,699,22,5,And who from the Deaton Law Firm did you meet with?,q,MS. RIORDAN,start_answer
75,701,22,7,It was John.,a,THE WITNESS,start_question
76,702,22,8,Did that meeting happen at Seidman Brothers in Chelsea or in the Deaton Law Firm in Rhode Island?,q,MS. RIORDAN,start_answer
77,705,22,11,At Seidman Brothers in Chelsea.,a,THE WITNESS,start_question
78,706,22,12,Okay.  About how many meetings would you say that you had with any representative of the Deaton Law Firm?,q,MS. RIORDAN,start_answer
79,709,22,15,Just two.,a,THE WITNESS,start_question
80,710,22,16,Both with John Deaton?,q,MS. RIORDAN,start_answer
81,711,22,17,John and Stephen.,a,THE WITNESS,start_question
82,712,22,18,"Okay.  Was Stephen present at both meetings, or tell me who was present at the two meetings.",q,MS. RIORDAN,start_answer
83,715,22,21,"John was present at the first, and John and Stephen were present at the second.",a,THE WITNESS,start_question
84,717,22,23,If you can approximate -- I'm not going to hold you to a specific date.  It may be hard to do that.  Can you tell me the general time frame or month that the first meeting happened and the second?,q,MS. RIORDAN,start_answer
85,723,23,4,It was probably about six months after Allen passed.,a,THE WITNESS,start_question
86,725,23,6,Okay.  Meeting number one?,q,MS. RIORDAN,start_answer
87,726,23,7,Yes.,a,THE WITNESS,start_question
88,727,23,8,How long did meeting one last?,q,MS. RIORDAN,start_answer
89,728,23,9,"It only lasted probably about a half hour, 45 minutes.",a,THE WITNESS,start_question
90,730,23,11,And then meeting two?,q,MS. RIORDAN,start_answer
91,731,23,12,"Meeting two, probably about an hour.",a,THE WITNESS,start_question
92,732,23,13,And how long after meeting one was meeting two?,q,MS. RIORDAN,start_answer
93,734,23,15,"I'd say almost a year, maybe a year and a half.  Well, Allen has been gone for two years.  I'm going to say a year, year and a half maybe.",a,THE WITNESS,start_question
94,738,23,19,"Okay.  At either meeting, were you shown any photographs or any document at all?",q,MS. RIORDAN,start_answer
95,740,23,21,Not at all.,a,THE WITNESS,start_question
96,741,23,22,"And I did see you speaking with Stephen this morning, so other than this morning and the two meetings we've discussed, is that the total of your interactions with the Deaton Law Firm?",q,MS. RIORDAN,start_answer
97,747,24,3,"Yes, it is.",a,THE WITNESS,start_question
98,748,24,4,"Okay.  Now, I do want to just get a little information about your background and how you got involved with the Seidman Brothers business.  So can you tell me first what's the highest level of education you completed?",q,MS. RIORDAN,start_answer
99,753,24,9,I graduated from high school.,a,THE WITNESS,start_question
100,754,24,10,Okay.  Where was that high school?,q,MS. RIORDAN,start_answer
101,755,24,11,South Boston High.,a,THE WITNESS,start_question
102,756,24,12,"After graduating high school, what did you do?",q,MS. RIORDAN,start_answer
103,758,24,14,I went in the service.,a,THE WITNESS,start_question
104,759,24,15,What branch?,q,MS. RIORDAN,start_answer
105,760,24,16,Air Force.,a,THE WITNESS,start_question
106,761,24,17,Okay.  Honorary discharge?,q,MS. RIORDAN,start_answer
107,762,24,18,"Honorary discharge, yes.",a,THE WITNESS,start_question
108,763,24,19,"After the service, what did you do for work?",q,MS. RIORDAN,start_answer
109,765,24,21,"After the service, I was contacted by my head coordinator from South Boston High, and I was told about Seidman Brothers, and I started working there.",a,THE WITNESS,start_question
110,770,25,1,"Great.  And around what time was that, what year?",q,MS. RIORDAN,start_answer
111,772,25,3,1974.,a,THE WITNESS,start_question
112,773,25,4,Have you been with Seidman Brothers continuously since 1974?,q,MS. RIORDAN,start_answer
113,775,25,6,"Yes, I have.",a,THE WITNESS,start_question
114,776,25,7,"That's impressive.  Now, I just want to talk basically from 1974 to today.  I want to go through kind of what your position has been and how long you were in each position. So starting in 1974, what did you start as?",q,MS. RIORDAN,start_answer
115,781,25,12,"Well, in high school, I took sheet metal.",a,THE WITNESS,start_question
116,783,25,14,Okay.,q,MS. RIORDAN,start_answer
117,784,25,15,"And when I started at Seidman Brothers, because they had a sheet metal shop, I started off as a helper.  I was probably a helper for 10 or 15 years, and then moved up to a middle man.  And after probably about 25 years, I became the foreman of the shop.",a,THE WITNESS,start_question
118,790,25,21,"Okay.  So let me make sure I have this accurate in terms of our timeline, and then I want to go into what work you did in each period of position.  Okay. So sheet metal helper from when you start in 1974 for about 10 to 15 years?",q,MS. RIORDAN,start_answer
119,797,26,3,Yes.,a,THE WITNESS,start_question
120,798,26,4,"If I press it further and ask when in 1974 did you start, are you able to tell me?",q,MS. RIORDAN,start_answer
121,800,26,6,I would believe close to the end of 1994 [sic].,a,THE WITNESS,start_question
122,802,26,8,So towards the end of '74?,q,MS. RIORDAN,start_answer
123,803,26,9,"Oh, '74, yes.  I'm sorry.",a,THE WITNESS,start_question
124,804,26,10,"Maybe, like, November, December?  Is that what you're thinking?",q,MS. RIORDAN,start_answer
125,806,26,12,"Yes, I came back from Southeast Asia in maybe September or October.",a,THE WITNESS,start_question
126,808,26,14,Okay.,q,MS. RIORDAN,start_answer
127,809,26,15,"I took some time off, and I started Seidman Brothers.",a,THE WITNESS,start_question
128,811,26,17,"Okay.  Great.  So after approximately 10 to 15 years as a sheet metal helper, you become a middle man?",q,MS. RIORDAN,start_answer
129,814,26,20,Yes.,a,THE WITNESS,start_question
130,815,26,21,"When you say ""middle man,"" is that still in the sheet metal kind of focus?",q,MS. RIORDAN,start_answer
131,817,26,23,"Yes.  The middle man, I got to start making more -- I started working with stainless steel and building my trade.",a,THE WITNESS,start_question
132,821,27,2,"So you were a middle man for approximately 25 years at which time you became a foreman, and that is the position you hold to this day?",q,MS. RIORDAN,start_answer
133,825,27,6,Yes.,a,THE WITNESS,start_question
134,826,27,7,"Great.  Can you tell me your duties as a sheet metal helper?  And I want to know first, would that have changed during the course of the 10 to 15 years or, generally, was it the same duties throughout the 10 to 15 years?",q,MS. RIORDAN,start_answer
135,832,27,13,It was the same duties.,a,THE WITNESS,start_question
136,833,27,14,Okay.  Great.  Makes it a little easier.  Describe for me what were your duties and what types of work you performed as a sheet metal helper.,q,MS. RIORDAN,start_answer
137,837,27,18,I basically helped people bend galvanized pipe or stainless pipe.  I ended up welding the pipes.  We specialized in Chinese ranges.  I insulated the stoves with asbestos. I helped deliver them and helped install them and helped build them.,a,THE WITNESS,start_question
138,843,27,24,"Now, generally, like you just said that your duties were consistent during the 10 to 15 years.  Would you agree, though, that perhaps when you were brand spanking new, you did a little less, and you perhaps kind of graduated in your experience level and did a little more?",q,MS. RIORDAN,start_chat
139,851,28,7,Objection.,side_chat,MR. CHRABASZCZ,start_answer
140,852,28,8,"Yes.  When I first started, I just knew a little bit about sheet metal.",a,THE WITNESS,start_question
141,854,28,10,Right.,q,MS. RIORDAN,start_answer
142,855,28,11,"And then I was taught by the foreman that was there, he taught me how to do more and more.  And gradually, over the years, I got more productive in the pieces that I made.",a,THE WITNESS,start_question
143,859,28,15,Sure.,q,MS. RIORDAN,start_answer
144,860,28,16,And I went out and installed them.,a,THE WITNESS,start_question
145,861,28,17,"Okay.  So we all actually went to Seidman Brothers in Chelsea this week and did kind of what we call a site inspection. Would the work that you performed at Seidman Brothers, would that be in the machine shop area?",q,MS. RIORDAN,start_answer
146,867,28,23,It was the same type of work.,a,THE WITNESS,start_question
147,868,28,24,But that's where you were physically doing your work?,q,MS. RIORDAN,start_answer
148,871,29,2,"In that building, yeah.  We had another building in Boston that we worked at.",a,THE WITNESS,start_question
149,873,29,4,All right.  And where was the other building?,q,MS. RIORDAN,start_answer
150,875,29,6,"It was, I believe, 85 Purchase Street.",a,THE WITNESS,start_question
151,876,29,7,Was there a point at which you only worked at the Seidman Brothers in Chelsea?,q,MS. RIORDAN,start_answer
152,878,29,9,"After they had sold the building, I believe we left there in '82.",a,THE WITNESS,start_question
153,880,29,11,Okay.,q,MS. RIORDAN,start_answer
154,881,29,12,And we had moved to Chelsea.,a,THE WITNESS,start_question
155,882,29,13,"Okay.  Now, you had mentioned initially that the first thing you said was that you specialized in Chinese ranges?",q,MS. RIORDAN,start_answer
156,885,29,16,Yes.,a,THE WITNESS,start_question
157,886,29,17,Did that specialty change at any point during your tenure with Seidman Brothers?,q,MS. RIORDAN,start_answer
158,888,29,19,No.,a,THE WITNESS,start_question
159,889,29,20,"During your time as a sheet metal helper, can you tell me who your foreman was and who the coworkers were at that time?",q,MS. RIORDAN,start_answer
160,892,29,23,"I'm trying to recall his name.  I can't really recall it right now, the foreman, but there was only three people in the shop. There was a helper that used to come in in school.  He worked one week of work and one week of school, and there was two of us in there, and I was a helper.",a,THE WITNESS,start_question
161,900,30,6,Do you remember the other people's names?,q,MS. RIORDAN,start_answer
162,902,30,8,"Yes, Thomas Dailey.",a,THE WITNESS,start_question
163,903,30,9,And which one was Thomas Dailey?,q,MS. RIORDAN,start_answer
164,904,30,10,"He was the one that came in one week of school, one week of work.",a,THE WITNESS,start_question
165,906,30,12,Okay.,q,MS. RIORDAN,start_answer
166,907,30,13,"He did that for about a year, and then he started full-time, and he's still with the company.",a,THE WITNESS,start_question
167,910,30,16,And the third person would be the foreman?,q,MS. RIORDAN,start_answer
168,912,30,18,The foreman was Paul Gagnon.  That was the gentleman's name I forgot about.,a,THE WITNESS,start_question
169,914,30,20,"So when you say the three of us, that's who comprised the three?",q,MS. RIORDAN,start_answer
170,916,30,22,Yes.,a,THE WITNESS,start_question
171,917,30,23,Was Paul Gagnon always the foreman during your 10 to 15 years as a sheet metal helper?,q,MS. RIORDAN,start_answer
172,921,31,2,"Yes, he was always the foreman.  Then we moved to Chelsea.  Paul had left.  When we moved to Chelsea, there was actually no foreman until maybe four or five years after that, and then Sonny Seidman offered me the position.  To me, it was just the name foreman, but we did everything.",a,THE WITNESS,start_question
173,928,31,9,You were already doing the work --,q,MS. RIORDAN,start_answer
174,929,31,10,"I was already doing the work, and Sonny gave me the position, the name foreman, which really didn't mean nothing to me.  I still did the same work.",a,THE WITNESS,start_question
175,933,31,14,"Understood.  Out of the various duties that you described for me, insulating stoves, delivering stoves, installing stoves, and helping build them, can you tell me a percentage of each task that you did that would comprise your overall duty?",q,MS. RIORDAN,start_answer
176,939,31,20,"I couldn't give a percentage.  It was -- I couldn't give a percentage.  It was so much of it, you know.",a,THE WITNESS,start_question
177,942,31,23,"If you can't kind of break it down per each task, can you say of those duties which you did more and which you did less?",q,MS. RIORDAN,start_answer
178,946,32,2,No.,a,THE WITNESS,start_question
179,947,32,3,Okay.,q,MS. RIORDAN,start_answer
180,948,32,4,"I couldn't do that.  It was basically whatever came in to make pipe or to make -- we were the largest manufacturers of Chinese stoves back then, and we built pork ovens.",a,THE WITNESS,start_question
181,952,32,8,What was the last one?,q,MS. RIORDAN,start_answer
182,953,32,9,Pork ovens.,a,THE WITNESS,start_question
183,954,32,10,"Can you tell me the names of the insulation materials that you worked with, the product name and manufacturer, if you can recall?",q,MS. RIORDAN,start_answer
184,958,32,14,I can recall the asbestos was General Insulation and New England Insulation.,a,THE WITNESS,start_question
185,960,32,16,"And what was the form of insulation? And by that, I mean sometimes insulation comes in a block.  It can come in a half-moon.  It can come in a bag that you mix.",q,MS. RIORDAN,start_answer
186,964,32,20,It was in a bag that I mixed.,a,THE WITNESS,start_question
187,965,32,21,Okay.  And that would be for both manufacturers that you just named?,q,MS. RIORDAN,start_answer
188,967,32,23,Yes.,a,THE WITNESS,start_question
189,968,32,24,Okay.  Can you tell me the bag size?,q,MS. RIORDAN,start_answer
190,970,33,1,"I believe maybe a 50-pound bag.  I remember the bag was white, and it had red lettering on it.",a,THE WITNESS,start_question
191,973,33,4,Do you recall what the lettering was?,q,MS. RIORDAN,start_answer
192,974,33,5,I can't recall that.,a,THE WITNESS,start_question
193,975,33,6,Where were the bags stored?,q,MS. RIORDAN,start_answer
194,976,33,7,They were stored on the top floor.,a,THE WITNESS,start_question
195,977,33,8,Would that be -- we toured a warehouse area in Chelsea.,q,MS. RIORDAN,start_answer
196,979,33,10,"I'm sorry, we're at Purchase Street. The bags of asbestos, we unloaded them from the truck.  We took them from the elevator and brought them up to the fifth floor, took them out and left them right near the door.  And as we needed them, we'd take them down to the fourth floor.",a,THE WITNESS,start_question
197,986,33,17,Let's maybe take it first as when you were at Seidman Brothers on Purchase Street --,q,MS. RIORDAN,start_answer
198,988,33,19,Yes.,a,THE WITNESS,start_question
199,989,33,20,"-- are the names of the insulation manufacturers that you just gave me, those are the ones you recall at Purchase Street?",q,MS. RIORDAN,start_answer
200,992,33,23,"Yes, I do.",a,THE WITNESS,start_question
201,993,33,24,Do you recall any other manufacturer names that you used for insulation material?,q,MS. RIORDAN,start_answer
202,996,34,2,I can't recall any.,a,THE WITNESS,start_question
203,997,34,3,"When Seidman Brothers moved from Purchase Street to a location in Chelsea, I think it's what, 25 6th Street?",q,MS. RIORDAN,start_answer
204,1000,34,6,Yes.,a,THE WITNESS,start_question
205,1001,34,7,"When you moved to that location, can you tell me the brands of insulation material you used there?",q,MS. RIORDAN,start_answer
206,1004,34,10,I can't recall that right now. Ramcote was the name of it.,a,THE WITNESS,start_question
207,1006,34,12,"Similar, 50-pound bag, that would be mixed?",q,MS. RIORDAN,start_answer
208,1008,34,14,"No, I would say it was 25-pound bags then.  They were smaller bags.",a,THE WITNESS,start_question
209,1010,34,16,Okay.  Any other manufacturer names that you recall using at the Chelsea location?,q,MS. RIORDAN,start_answer
210,1012,34,18,"No, I can't recall any.",a,THE WITNESS,start_question
211,1013,34,19,"And when I ask that, is it that there were no other brands used, or other brands were used and you just don't recall?",q,MS. RIORDAN,start_answer
212,1016,34,22,"Other brands were probably used, but I don't really recall it, but I remember Ramcote.",a,THE WITNESS,start_question
213,1018,34,24,"And same question for Seidman Brothers in Boston on Purchase Street, were there other brands used and you don't recall?",q,MS. RIORDAN,start_answer
214,1022,35,3,"No, there was only the two brands that I had mentioned.",a,THE WITNESS,start_question
215,1024,35,5,"Okay.  Now, as a sheet metal helper, was it your job -- because you said that you insulated stoves with these materials as a sheet metal helper, correct?",q,MS. RIORDAN,start_answer
216,1028,35,9,Yes.,a,THE WITNESS,start_question
217,1029,35,10,Okay.  Where would Allen Seidman be when you personally were insulating ovens?,q,MS. RIORDAN,start_answer
218,1031,35,12,Allen would be probably from here to the back wall.,a,THE WITNESS,start_chat
219,1033,35,14,Okay.  And I'm happy to enlist some of my co-counsel.  What do we think that is?,side_chat,MS. RIORDAN,start_chat
220,1036,35,17,60 feet.,side_chat,DEFENSE COUNSEL,start_question
221,1037,35,18,We've come up with an approximation of 60 feet away.  Are you comfortable with that?,q,MS. RIORDAN,start_answer
222,1039,35,20,I would say it was less than that.  I would say it was 45 feet.,a,THE WITNESS,start_question
223,1041,35,22,"Okay.  And so what I'm hearing is, essentially, Mr. Seidman would be 45 feet away and doing his own work?",q,MS. RIORDAN,start_chat
224,1045,36,1,Objection.,side_chat,MR. CHRABASZCZ,start_question
225,1046,36,2,Or what would Mr. Seidman be doing 45 feet away from you while you're insulating?,q,MS. RIORDAN,start_answer
226,1048,36,4,"Allen Seidman would be repairing pizza ovens or electrical Frialators, anything that had to do with the food service that -- one thing about Allen, he never threw nothing away. He always put something up the fifth floor. And that was one of the big things that we did in equipment is that we sold used equipment, and Allen was always fixing it.",a,THE WITNESS,start_question
227,1056,36,12,"And so we're clear, too, if I ever say Mr. Seidman, I'm going to only be talking about Allen Seidman.  If I mean a different Seidman, such as Sonny or a son of Allen's, I will say their first name.  So I just want to make sure the record is clear, you're clear.  Mr. Seidman is always Allen.  Okay?",q,MS. RIORDAN,start_answer
228,1063,36,19,I understand.,a,THE WITNESS,start_question
229,1064,36,20,I'm just trying to be formal here.  I want to call him Mr. Seidman as opposed to Allen just out of respect.,q,MS. RIORDAN,start_answer
230,1067,36,23,I understand.,a,THE WITNESS,start_question
231,1068,36,24,"Your 45 feet away approximation of Mr. Seidman, we're talking about a memory of when Seidman Brothers was at Purchase Street?",q,MS. RIORDAN,start_answer
232,1072,37,3,Yes.,a,THE WITNESS,start_question
233,1073,37,4,Okay.  Would that be a similar approximation if we're talking about where Mr. Seidman would be from that activity when Seidman Brothers was in Chelsea?,q,MS. RIORDAN,start_answer
234,1077,37,8,"It would be a little shorter, probably about 35 feet, I would imagine, yes.",a,THE WITNESS,is brackets
235,1079,37,10,(Phone interruption.),brackets,,start_chat
236,1080,37,11,We're going to press through because I want to get through as much as we can.,side_chat,MS. RIORDAN,start_question
237,1083,37,14,"When you're telling me that Mr. Seidman was generally 45 feet away while you're insulating an oven, for example, is that in the same room, or tell me how -- where it was essentially that he was 45 feet away, just a picture of it.",q,MS. RIORDAN,start_answer
238,1089,37,20,"It was on the fourth floor.  I took the cement, the asbestos.  There was a Hobart mixer up on the platform where Allen worked. That's where we mixed the asbestos.  I used to take the bucket up there, the mixer, put it in the dolly and roll it down to the end of the shop to the stoves where I installed it into the stoves.",a,THE WITNESS,start_question
239,1098,38,4,Okay.  So where the Hobart mixer is is where insulation material would be mixed?,q,MS. RIORDAN,start_answer
240,1100,38,6,Yes.,a,THE WITNESS,start_question
241,1101,38,7,And it's on the fourth floor?,q,MS. RIORDAN,start_answer
242,1102,38,8,Yes.,a,THE WITNESS,start_question
243,1103,38,9,Is that an enclosed room or open area?,q,MS. RIORDAN,start_answer
244,1104,38,10,The whole fourth floor was opened.,a,THE WITNESS,start_question
245,1105,38,11,"Okay.  And again, for the record, we're talking about Seidman in Boston on Purchase Street?",q,MS. RIORDAN,start_answer
246,1108,38,14,Yes.,a,THE WITNESS,start_question
247,1109,38,15,"So like you were telling me that Mr. Seidman could be 45 feet away repairing something, you know, getting something ready to be resold, was there a machine area on this fourth floor where the mixer is?",q,MS. RIORDAN,start_answer
248,1114,38,20,There was a cement platform where Mr. Seidman --,a,THE WITNESS,start_question
249,1116,38,22,You can say Allen.  You know him.,q,MS. RIORDAN,start_answer
250,1117,38,23,-- where Allen was working on the used equipment.  The mixer was less than 5 feet away from him.  That's where we mixed the asbestos. We had an overhead fan blowing out into the alleyway.,a,THE WITNESS,start_question
251,1123,39,4,The overhead fan blew out into the alleyway?,q,MS. RIORDAN,start_answer
252,1125,39,6,Yes.,a,THE WITNESS,start_question
253,1126,39,7,"And I don't have a sense myself of when you say ""alleyway.""  What is that and where?",q,MS. RIORDAN,start_answer
254,1129,39,10,"In the back of Seidman Brothers, there was an alleyway where the trucks came in.",a,THE WITNESS,start_question
255,1131,39,12,"Oh, okay.  So an actual literal alleyway?",q,MS. RIORDAN,start_answer
256,1133,39,14,"Yes.  And the back part of the building was all glass, and there was an overhead fan that blew out.  So when we mixed the asbestos, any dust that was accumulated would supposedly get blown out.",a,THE WITNESS,start_question
257,1138,39,19,"Okay.  Based on the exhaust fan, would you say that the mixing activity done at that time was not dusty?",q,MS. RIORDAN,start_answer
258,1141,39,22,"No, it was dusty.",a,THE WITNESS,start_question
259,1142,39,23,Less dusty because of the exhaust fan?,q,MS. RIORDAN,start_chat
260,1143,39,24,Objection.  You can answer.,side_chat,MR. CHRABASZCZ,start_answer
261,1146,40,2,"Once we poured the asbestos into the bucket, we soaked it down with water.  So I would say it was a lot less dust, yeah, but it was still dusty.",a,THE WITNESS,is brackets
262,1150,40,6,(Phone interruption.),brackets,,is brackets
263,1151,40,7,"(Off the record, 10:34 a.m.)",brackets,,is brackets
264,1152,40,8,"(Back on the record, 10:48 a.m.)",brackets,,start_question
265,1153,40,9,"Mr. Finn, I'm trying to remember where we were at.  We were on a roll and then we stopped, but I do know what I want to follow up on, two points. One would be to provide us with a general description of the Seidman Brothers facility on Purchase Street in Boston, what it looked like then.",q,MS. RIORDAN,start_answer
266,1161,40,17,It was a five-story building.  It had an elevator in the back.  The first floor was used equipment.  The second floor was used pizza ovens and electrical fryers.  The third floor was mainly just crap.  The fourth floor was the shop.  And the fifth floor was storage with more used equipment.,a,THE WITNESS,start_question
267,1168,40,24,"The facility in Chelsea now that we all went to, it has kind of like a showroom and an entry area.  Was there a similar spot back on the Boston location?",q,MS. RIORDAN,start_answer
268,1173,41,4,"Yes, the first floor where Sonny and Allen sat where the office was was all the showroom.",a,THE WITNESS,start_question
269,1176,41,7,"Okay.  Throughout your time at the Boston location, how much time would you say Allen spent in the office area?",q,MS. RIORDAN,start_answer
270,1179,41,10,I couldn't say that.  He was like -- he was the road crew guy.  He was always out or he was upstairs working on something.,a,THE WITNESS,start_question
271,1182,41,13,"On any given day, was a portion of his time in the office?",q,MS. RIORDAN,start_answer
272,1184,41,15,"No.  It was mainly he was out on the road or he was upstairs.  There was two desks in the office.  Usually it was for Sonny, or it was for the bookkeeper, Marilyn, or Sonny's wife.",a,THE WITNESS,start_question
273,1189,41,20,Okay.,q,MS. RIORDAN,start_answer
274,1190,41,21,"Allen was mainly up on the shop floor where he worked, or he was out on the road delivering.",a,THE WITNESS,start_question
275,1193,41,24,And shop floor would be four?,q,MS. RIORDAN,start_answer
276,1195,42,1,"Four, yes.",a,THE WITNESS,start_question
277,1196,42,2,"And where you were telling me about where insulation was mixed, that's on the fourth floor?",q,MS. RIORDAN,start_answer
278,1199,42,5,Yes.,a,THE WITNESS,start_question
279,1200,42,6,"Okay.  Which brings me to my second point of clarification.  When you and I were talking about you personally applying insulation to ovens and also separately mixing the insulation, you gave me two different approximations of where Mr. Seidman would be. I heard 45 feet away, and then I heard 5 feet away.",q,MS. RIORDAN,start_answer
280,1208,42,14,I said the mixer was about 5 feet away.  That's where the mixer was.,a,THE WITNESS,start_question
